"spkid","full_name","diameter","per","moid","pdes","name","prefix","neo","pha","sats","H","G","M1","M2","K1","K2","PC","extent","albedo","rot_per","GM","BV","UB","IR","spec_B","spec_T","H_sigma","diameter_sigma","orbit_id","epoch","epoch_mjd","epoch_cal","equinox","e","a","q","i","om","w","ma","ad","n","tp","tp_cal","per_y","moid_ld","moid_jup","t_jup","sigma_e","sigma_a","sigma_q","sigma_i","sigma_om","sigma_w","sigma_ma","sigma_ad","sigma_n","sigma_tp","sigma_per","class","producer","data_arc","first_obs","last_obs","n_obs_used","n_del_obs_used","n_dop_obs_used","condition_code","rms","two_body","A1","A1_sigma","A2","A2_sigma","A3","A3_sigma","DT","DT_sigma"
20250697,"250697 (2005 QY151)",,593,0.067,250697,,,Y,N,0,17.91,,,,,,,,,11,,,,,,,,,149,2461000.5,61000,2025-11-21.0,J2000,0.4392,1.381,0.774,12.65,14.31,124.96,57.00,1.99,0.6075,2460906.68,2025-08-19.1,1.62,26.1,3.09,4.67,4.9e-08,2.3e-09,6.7e-08,4.5e-06,1.3e-05,1.4e-05,6.0e-06,3.4e-09,1.5e-09,9.9e-06,1.5e-06,APO,"Otto Matic",8661,2000-09-26,2024-06-13,945,,,0,.44153,,,,,,,,,
20250706,"250706 (2005 RR6)",0.535,1.86e+03,0.0338,250706,,,Y,Y,0,18.55,,,,,,,,0.322,7.,,,,,,,,0.16,110,2461000.5,61000,2025-11-21.0,J2000,0.7011,2.956,0.883,6.93,27.25,60.01,335.81,5.03,0.194,2461125.24,2026-03-25.7,5.08,13.2,0.616,2.83,2.4e-08,1.2e-08,7.0e-08,7.1e-06,5.0e-05,5.1e-05,5.1e-06,2.0e-08,1.2e-09,2.7e-05,1.1e-05,APO,"Otto Matic",7268,2005-09-04,2025-07-29,402,,,0,.48564,,,,,,,,,
20251346,"251346 (2007 SJ)",,1.04e+03,0.0423,251346,,,Y,Y,0,16.88,,,,,,,,,2.718,,,,,,,,,194,2461000.5,61000,2025-11-21.0,J2000,0.5332,2.015,0.940,8.18,306.76,175.25,48.93,3.09,0.3446,2460858.53,2025-07-02.0,2.86,16.4,2.02,3.62,4.4e-09,5.3e-09,9.9e-09,5.5e-07,9.7e-06,7.3e-06,6.5e-06,8.2e-09,1.4e-09,1.8e-05,4.1e-06,APO,"Otto Matic",12496,1990-10-14,2024-12-30,1034,2,0,0,.34273,,,,,,,,,
20251722,"251722 (1997 US2)",,792,0.00629,251722,,,Y,Y,0,19.82,,,,,,,,,,,,,,,,,,59,2461000.5,61000,2025-11-21.0,J2000,0.6610,1.675,0.568,3.17,65.88,100.33,297.52,2.78,0.4547,2461137.91,2026-04-07.4,2.17,2.45,2.2,3.96,2.7e-08,3.1e-09,4.5e-08,7.0e-06,5.9e-05,5.9e-05,8.2e-06,5.2e-09,1.3e-09,1.8e-05,2.2e-06,APO,"Otto Matic",9551,1997-10-23,2023-12-17,260,,,0,.67477,,,,,,,,,
20251732,"251732 (1998 HG49)",,480,0.0763,251732,,,Y,N,0,21.76,,,,,,,,,,,,,,,,,,53,2461000.5,61000,2025-11-21.0,J2000,0.1125,1.201,1.065,4.19,44.80,324.26,188.41,1.34,0.7493,2461229.51,2026-07-08.0,1.32,29.7,3.89,5.29,8.1e-08,1.0e-08,1.0e-07,4.1e-06,4.4e-05,5.3e-05,4.7e-05,1.1e-08,9.3e-09,6.6e-05,6.0e-06,AMO,"Otto Matic",9145,1998-04-27,2023-05-11,156,,,0,.54231,,,,-9.5e-14,1.9e-14,,,,
20252091,"252091 (2000 UP30)",,1.23e+03,0.0668,252091,,,Y,N,0,17.23,,,,,,,,,5.44,,,,,,,,,92,2461000.5,61000,2025-11-21.0,J2000,0.7625,2.251,0.535,9.38,194.61,119.19,171.69,3.97,0.2917,2460412.02,2024-04-11.5,3.38,26,1.53,3.15,3.6e-08,4.6e-09,8.0e-08,8.6e-06,2.9e-05,3.0e-05,6.9e-06,8.2e-09,9.0e-10,2.3e-05,3.8e-06,APO,"Otto Matic",8836,2000-10-30,2025-01-08,504,,,0,.4844,,,,,,,,,
20252373,"252373 (2001 SA270)",,543,0.402,252373,,,Y,N,0,18.16,,,,,,,,,,,,,,,,,,"JPL 114",2461000.5,61000,2025-11-21.0,J2000,0.7356,1.302,0.344,38.51,210.00,15.65,123.53,2.26,0.6633,2460814.26,2025-05-18.7,1.49,157,2.75,4.53,6.1e-08,5.7e-09,7.9e-08,9.5e-06,5.6e-06,1.3e-05,4.0e-05,9.9e-09,4.3e-09,6.0e-05,3.6e-06,APO,"Otto Matic",8761,2001-09-26,2025-09-21,405,,,0,.64244,,,,,,,,,
20252399,"252399 (2001 TX44)",0.291,299,0.00913,252399,,,Y,Y,0,19.41,,,,,,,,0.478,,,,,,,,,0.07,77,2461000.5,61000,2025-11-21.0,J2000,0.5459,0.8748,0.397,15.21,57.76,136.04,24.40,1.35,1.205,2460980.24,2025-10-31.7,0.818,3.55,3.63,6.61,9.0e-08,1.5e-09,7.9e-08,7.6e-06,1.4e-05,1.4e-05,1.8e-05,2.3e-09,3.1e-09,1.5e-05,7.6e-07,ATE,"Otto Matic",8116,2001-09-19,2023-12-09,351,,,0,.59029,,,,,,,,,
20252558,"252558 (2001 WT1)",0.533,415,0.122,252558,,,Y,N,0,20.37,,,,,,,,0.062,,,,,,,,,0.03,78,2461000.5,61000,2025-11-21.0,J2000,0.3972,1.089,0.657,7.16,73.75,180.74,189.45,1.52,0.867,2461197.21,2026-06-05.7,1.14,47.4,3.52,5.61,4.8e-08,1.4e-09,5.2e-08,4.3e-06,3.4e-05,3.6e-05,1.3e-05,2.0e-09,1.7e-09,1.5e-05,8.2e-07,APO,"Otto Matic",8483,2001-11-15,2025-02-05,292,,,0,.60352,,,,,,,,,
20252793,"252793 (2002 FW5)",,551,0.224,252793,,,Y,N,0,19.26,,,,,,,,,61.2,,,,,,,,,"JPL 160",2461000.5,61000,2025-11-21.0,J2000,0.2179,1.315,1.029,46.44,21.73,85.45,314.24,1.60,0.6535,2461070.53,2026-01-30.0,1.51,87,3.67,4.63,2.2e-08,1.6e-09,3.0e-08,1.2e-05,2.9e-06,1.3e-05,1.1e-05,2.0e-09,1.2e-09,1.7e-05,1.0e-06,AMO,"Otto Matic",8594,2002-03-20,2025-09-29,763,,,0,.48313,,,,,,,,,
20253062,"253062 (2002 TC70)",,585,0.0831,253062,,,Y,N,0,21.10,,,,,,,,,26.273,,,,,,,,,70,2461000.5,61000,2025-11-21.0,J2000,0.1965,1.369,1.100,2.15,134.73,162.15,215.40,1.64,0.6156,2461235.41,2026-07-13.9,1.6,32.3,3.52,4.81,4.4e-08,1.0e-08,6.3e-08,2.5e-06,4.9e-05,4.9e-05,1.7e-05,1.2e-08,7.0e-09,3.1e-05,6.6e-06,AMO,"Otto Matic",7733,2002-10-02,2023-12-04,231,,,0,.50629,,,,-6.5e-14,2.1e-14,,,,
20253106,"253106 (2002 UR3)",,591,0.159,253106,,,Y,N,0,16.66,,,,,,,,,180,,,,,,,,,"JPL 189",2461000.5,61000,2025-11-21.0,J2000,0.7924,1.379,0.286,48.65,51.85,141.26,21.87,2.47,0.6087,2460964.56,2025-10-16.0,1.62,62,2.88,4.19,1.9e-09,9.4e-10,2.5e-09,2.1e-07,1.6e-07,1.7e-07,1.9e-06,1.7e-09,6.3e-10,3.1e-06,6.1e-07,APO,"Otto Matic",8357,2002-10-29,2025-09-15,1070,,,0,.54189,,,,,,,,,
20253586,"253586 (2003 TX7)",,637,0.356,253586,,,Y,N,0,19.32,,,,,,,,,,,,,,,,,,76,2461000.5,61000,2025-11-21.0,J2000,0.2074,1.448,1.148,38.75,204.08,270.52,169.54,1.75,0.5655,2460700.71,2025-01-25.2,1.74,139,3.52,4.4,7.3e-08,2.9e-09,1.0e-07,1.3e-05,6.2e-06,2.8e-05,2.6e-05,3.5e-09,1.7e-09,4.7e-05,1.9e-06,AMO,"Otto Matic",7889,2003-10-14,2025-05-20,274,,,0,.54827,,,,,,,,,
20253841,"253841 (2003 YG118)",,1.26e+03,0.0113,253841,,,Y,Y,0,17.27,,,,,,,,,2.27,,,,,,,,,"JPL 124",2461000.5,61000,2025-11-21.0,J2000,0.6462,2.28,0.807,8.03,347.42,233.53,84.95,3.75,0.2864,2460703.85,2025-01-28.3,3.44,4.39,1.35,3.28,3.3e-08,6.9e-09,7.4e-08,8.1e-06,3.3e-05,3.3e-05,8.8e-06,1.1e-08,1.3e-09,3.0e-05,5.7e-06,APO,"Otto Matic",7959,2003-12-17,2025-10-01,541,,,0,.51408,,,,,,,,,
20254417,"254417 (2004 VV)",,1.09e+03,0.186,254417,,,Y,N,0,17.20,,,,,,,,,,,,,,,,,,"JPL 74",2461000.5,61000,2025-11-21.0,J2000,0.6043,2.077,0.822,52.46,342.73,354.64,24.28,3.33,0.3294,2460926.77,2025-09-08.2,2.99,72.2,2.08,3.12,1.0e-09,5.7e-10,2.2e-09,2.3e-07,8.6e-07,4.9e-07,2.7e-07,9.2e-10,1.4e-10,7.9e-07,4.5e-07,APO,"Otto Matic",7638,2004-11-03,2025-10-02,326,,,0,.69455,,,,,,,,,
20254419,"254419 (2004 VT60)",0.629,1.09e+03,0.376,254419,,,Y,N,0,17.73,,,,,,,,0.408,,,,,,,,,0.02,96,2461000.5,61000,2025-11-21.0,J2000,0.4340,2.076,1.175,43.51,57.53,247.33,55.91,2.98,0.3296,2460830.89,2025-06-04.3,2.99,146,2.8,3.33,2.3e-07,8.0e-09,4.8e-07,3.1e-05,9.5e-06,4.4e-05,2.7e-05,1.2e-08,1.9e-09,8.2e-05,6.3e-06,AMO,"Otto Matic",8119,2001-11-12,2024-02-04,375,,,0,.58438,,,,,,,,,
20255071,"255071 (2005 UH6)",,366,0.0232,255071,,,Y,Y,0,18.36,,,,,,,,,,,,,,,,,,56,2461000.5,61000,2025-11-21.0,J2000,0.6324,1.001,0.368,2.64,19.28,200.26,87.12,1.63,0.9839,2460911.95,2025-08-24.4,1,9.04,3.34,5.88,1.4e-06,8.5e-09,1.4e-06,4.8e-05,2.7e-04,2.6e-04,1.2e-04,1.4e-08,1.2e-08,1.2e-04,4.6e-06,APO,"Otto Matic",7735,2002-10-26,2023-12-30,160,,,1,.63644,,,,,,,,,
20255501,"255501 (2006 BG)",,797,0.068,255501,,,Y,N,0,18.66,,,,,,,,,,,,,,,,,,91,2461000.5,61000,2025-11-21.0,J2000,0.7324,1.682,0.450,4.84,280.86,341.38,349.28,2.91,0.4517,2461024.23,2025-12-14.7,2.18,26.5,2.18,3.87,2.6e-08,3.5e-09,4.3e-08,3.1e-06,4.9e-05,5.0e-05,8.5e-06,6.1e-09,1.4e-09,1.9e-05,2.5e-06,APO,"Otto Matic",6553,2006-01-20,2023-12-30,452,,,0,.51207,,,,,,,,,
20256004,"256004 (2006 UP)",,728,0.112,256004,,,Y,N,0,23.02,,,,,,,,,,,,,,,,,,63,2461000.5,61000,2025-11-21.0,J2000,0.3001,1.583,1.108,2.29,47.86,335.24,205.62,2.06,0.4947,2461312.56,2026-09-29.0,1.99,43.7,3.4,4.34,1.5e-07,8.9e-09,2.3e-07,6.3e-06,3.6e-05,6.1e-05,2.3e-05,1.2e-08,4.2e-09,4.6e-05,6.1e-06,AMO,"Otto Matic",8059,2002-11-14,2024-12-07,176,,,0,.62491,,,,-1.6e-13,4.0e-14,,,,
20256412,"256412 (2007 BT2)",4.444,762,0.289,256412,,,Y,N,0,16.93,,,,,,,,0.014,20.,,,,,,,,0.04,257,2461000.5,61000,2025-11-21.0,J2000,0.2238,1.632,1.267,26.86,30.96,149.08,356.60,2.00,0.4726,2461007.70,2025-11-28.1,2.09,113,2.99,4.16,8.7e-09,1.4e-09,1.4e-08,2.8e-07,4.9e-07,1.8e-06,4.2e-06,1.7e-09,6.0e-10,8.9e-06,9.7e-07,AMO,"Otto Matic",11378,1993-10-09,2024-12-03,1699,,,0,.52506,,,,,,,,,
20256670,"256670 (2007 XT58)",,1.04e+03,0.289,256670,,,Y,N,0,18.20,,,,,,,,,,,,,,,,,,86,2461000.5,61000,2025-11-21.0,J2000,0.3633,2.013,1.282,2.31,265.92,267.95,54.01,2.74,0.3451,2460843.98,2025-06-17.4,2.86,113,2.24,3.74,3.7e-08,9.0e-09,7.7e-08,4.6e-06,9.3e-05,9.3e-05,1.7e-05,1.2e-08,2.3e-09,4.7e-05,7.0e-06,AMO,"Otto Matic",12390,1991-04-08,2025-03-10,307,,,0,.58462,,,,,,,,,
20257744,"257744 (2000 AD205)",,806,0.129,257744,,,Y,N,0,18.61,,,,,,,,,5.8,,,,,,,,,104,2461000.5,61000,2025-11-21.0,J2000,0.5860,1.695,0.702,7.92,157.17,192.08,301.18,2.69,0.4467,2461132.19,2026-04-01.6,2.21,50.3,2.74,3.99,2.2e-08,3.0e-09,3.7e-08,3.5e-06,3.6e-05,3.6e-05,3.5e-06,4.8e-09,1.2e-09,7.7e-06,2.2e-06,APO,"Otto Matic",9202,2000-01-08,2025-03-19,554,,,0,.45388,,,,,,,,,
20257838,"257838 (2000 JQ66)",,1.16e+03,0.274,257838,,,Y,N,0,18.00,,,,,,,,,11.094,,,,,R,,,,152,2461000.5,61000,2025-11-21.0,J2000,0.4197,2.165,1.256,7.06,188.89,103.86,339.12,3.07,0.3093,2461068.01,2026-01-27.5,3.19,107,2.19,3.56,3.2e-08,2.9e-09,6.9e-08,3.6e-06,2.8e-05,3.0e-05,6.2e-06,4.1e-09,6.2e-10,2.0e-05,2.3e-06,AMO,"Otto Matic",14974,1984-03-29,2025-03-28,768,,,0,.36813,,,,,,,,,
20258325,"258325 (2001 VB2)",,823,0.0787,258325,,,Y,N,0,18.99,,,,,,,,,,,,,,,,,,66,2461000.5,61000,2025-11-21.0,J2000,0.3956,1.719,1.039,7.94,50.04,319.77,249.82,2.40,0.4374,2461252.39,2026-07-30.8,2.25,30.6,3.07,4.07,6.9e-08,3.2e-09,1.2e-07,8.3e-06,3.2e-05,3.3e-05,9.2e-06,4.4e-09,1.2e-09,2.2e-05,2.3e-06,AMO,"Otto Matic",8560,2001-11-07,2025-04-15,297,,,0,.52451,,,,,,,,,
20259221,"259221 (2003 BA21)",,422,0.131,259221,,,Y,N,0,19.19,,,,,,,,,9.09,,,,,,,,,65,2461000.5,61000,2025-11-21.0,J2000,0.8332,1.1,0.184,23.70,308.86,18.15,0.51,2.02,0.854,2460999.91,2025-11-20.4,1.15,51.1,3.36,5.2,8.5e-08,5.4e-09,9.4e-08,1.8e-05,1.0e-05,1.2e-05,3.3e-05,9.9e-09,6.3e-09,3.9e-05,3.1e-06,APO,"Otto Matic",8422,2002-02-06,2025-02-27,211,,,0,.53065,,,,,,,,,
20259802,"259802 (2004 BJ86)",,849,0.342,259802,,,Y,N,0,18.74,,,,,,,,,,,,,,,,,,112,2461000.5,61000,2025-11-21.0,J2000,0.3298,1.755,1.176,31.43,124.06,65.41,98.34,2.33,0.424,2460768.57,2025-04-03.0,2.32,133,2.97,3.9,3.1e-08,2.8e-09,5.4e-08,6.9e-06,4.7e-06,1.2e-05,6.7e-06,3.8e-09,1.0e-09,1.6e-05,2.0e-06,AMO,"Otto Matic",7867,2004-01-29,2025-08-13,520,,,0,.48526,,,,,,,,,
20260141,"260141 (2004 QT24)",,440,0.00752,260141,,,Y,Y,0,18.31,,,,,,,,,7.66,,,,,,,,,153,2461000.5,61000,2025-11-21.0,J2000,0.2519,1.133,0.847,17.75,36.10,76.65,97.61,1.42,0.8175,2460881.10,2025-07-24.6,1.21,2.92,3.75,5.45,4.9e-09,5.1e-10,5.6e-09,2.5e-07,1.1e-06,1.2e-06,2.0e-06,6.4e-10,5.5e-10,2.4e-06,3.0e-07,APO,"Otto Matic",9049,1998-08-30,2023-06-09,816,,,0,.519,,,,,,,,,
20260277,"260277 (2004 TR12)",0.470,309,0.0965,260277,,,Y,N,0,18.27,,,,,,,,0.419,,,,,,,,,0.13,67,2461000.5,61000,2025-11-21.0,J2000,0.2097,0.8951,0.707,19.36,155.35,77.79,97.51,1.08,1.164,2460916.71,2025-08-29.2,0.847,37.6,3.94,6.58,7.1e-09,1.0e-09,6.8e-09,2.5e-07,1.3e-06,2.9e-06,7.3e-06,1.2e-09,2.0e-09,6.2e-06,5.2e-07,ATE,"Otto Matic",6283,2004-10-07,2021-12-20,551,,,0,.70279,,,,,,,,,
20261938,"261938 (2006 OB5)",,693,0.192,261938,,,Y,N,0,20.38,,,,,,,,,,,,,,,,,,"JPL 104",2461000.5,61000,2025-11-21.0,J2000,0.2185,1.533,1.198,0.71,356.11,357.42,37.12,1.87,0.5192,2460929.02,2025-09-10.5,1.9,74.5,3.55,4.45,3.9e-08,6.2e-10,6.0e-08,3.6e-06,1.2e-04,1.2e-04,5.9e-06,7.5e-10,3.1e-10,1.1e-05,4.2e-07,AMO,"Otto Matic",8550,2002-05-07,2025-10-03,521,,,0,.4968,,,,,,,,,
20262623,"262623 (2006 WY2)",0.761,356,0.254,262623,,,Y,N,0,18.64,,,,,,,,0.122,16.3,,,,,,,,0.08,217,2461000.5,61000,2025-11-21.0,J2000,0.3329,0.9833,0.656,27.55,99.83,159.98,288.11,1.31,1.011,2461071.62,2026-01-31.1,0.975,98.7,3.79,6.02,8.1e-09,7.8e-10,8.3e-09,7.6e-07,3.6e-07,8.4e-07,3.7e-06,1.0e-09,1.2e-09,3.7e-06,4.3e-07,ATE,"Otto Matic",5827,2006-11-17,2022-10-31,952,,,0,.54918,,,,,,,,,
20263976,"263976 (2009 KD5)",0.785,391,0.0478,263976,,,Y,Y,0,18.34,,,,,,,,0.125,2.664,,,,,,,,0.01,235,2461000.5,61000,2025-11-21.0,J2000,0.2614,1.046,0.773,13.47,104.48,294.33,35.35,1.32,0.9209,2460962.12,2025-10-13.6,1.07,18.6,4.08,5.82,4.1e-08,8.3e-10,4.4e-08,4.4e-06,6.7e-06,9.3e-06,1.0e-05,1.0e-09,1.1e-09,1.1e-05,4.6e-07,APO,"Otto Matic",27479,1950-05-19,2025-08-12,1820,,,0,.38215,,,,,,,,,
20264308,"264308 (1999 NA5)",,629,0.0812,264308,,,Y,N,0,20.43,,,,,,,,,,,,,,,,,,"JPL 62",2461000.5,61000,2025-11-21.0,J2000,0.2486,1.436,1.079,4.28,262.09,318.97,160.08,1.79,0.5725,2460720.88,2025-02-14.3,1.72,31.6,3.19,4.64,3.3e-08,2.2e-09,4.8e-08,3.2e-06,5.4e-05,5.3e-05,1.5e-05,2.8e-09,1.3e-09,2.6e-05,1.5e-06,AMO,"Otto Matic",9600,1999-06-22,2025-10-03,193,,,0,.56992,,,,,,,,,
20264357,"264357 (2000 AZ93)",0.113,236,0.0214,264357,,,Y,Y,0,21.17,,,,,,,,0.037,,,,,,,,,0.03,48,2461000.5,61000,2025-11-21.0,J2000,0.3600,0.7469,0.478,8.59,277.30,8.19,201.91,1.02,1.527,2461104.03,2026-03-04.5,0.645,8.34,4.11,7.67,6.7e-08,4.2e-09,4.9e-08,7.8e-06,1.2e-05,2.1e-05,4.3e-05,5.7e-09,1.3e-08,2.9e-05,2.0e-06,ATE,"Otto Matic",8000,2000-01-07,2021-12-02,160,4,1,0,.41037,,,,-4.7e-14,6.0e-15,,,,
20264993,"264993 (2003 DX10)",,589,0.0449,264993,,,Y,Y,0,20.44,,,,,,,,,,,,,,,,,,85,2461000.5,61000,2025-11-21.0,J2000,0.4107,1.375,0.810,3.15,61.75,194.12,339.91,1.94,0.6114,2461033.36,2025-12-23.8,1.61,17.5,3.12,4.72,2.5e-08,1.2e-09,3.4e-08,2.8e-06,8.9e-05,8.9e-05,3.2e-06,1.7e-09,8.1e-10,5.2e-06,7.8e-07,APO,"Otto Matic",7939,2003-02-26,2024-11-21,450,,,0,.51152,,,,,,,,,
20265032,"265032 (2003 OU)",,1.28e+03,0.308,265032,,,Y,N,0,16.32,,,,,,,,,,,,,,,,,,82,2461000.5,61000,2025-11-21.0,J2000,0.7023,2.304,0.686,40.14,206.32,175.50,95.89,3.92,0.2818,2460660.27,2024-12-15.7,3.5,120,1.56,2.98,9.4e-08,1.5e-08,2.2e-07,1.9e-05,2.3e-05,2.6e-05,8.9e-06,2.6e-08,2.8e-09,3.0e-05,1.3e-05,APO,"Otto Matic",7922,2003-07-20,2025-03-28,296,,,0,.49676,,,,,,,,,
20265187,"265187 (2003 YS117)",,510,0.127,265187,,,Y,N,0,18.28,,,,,,,,,,,,,,,,,,120,2461000.5,61000,2025-11-21.0,J2000,0.3304,1.249,0.836,29.57,300.39,322.08,119.21,1.66,0.7059,2460831.62,2025-06-05.1,1.4,49.6,3.56,4.97,2.3e-09,1.1e-09,2.3e-09,1.0e-06,1.3e-06,1.3e-06,1.0e-06,1.5e-09,9.6e-10,1.5e-06,6.9e-07,APO,"Otto Matic",7757,2003-12-27,2025-03-23,522,,,0,.58046,,,,,,,,,
20265196,"265196 (2004 BW58)",0.361,641,0.0378,265196,,,Y,Y,0,18.83,,,,,,,,0.310,6.479,,,,,,,,0.13,181,2461000.5,61000,2025-11-21.0,J2000,0.3783,1.454,0.904,15.22,132.59,301.85,193.03,2.00,0.562,2461297.58,2026-09-14.0,1.75,14.7,3.33,4.52,1.3e-08,1.5e-09,1.9e-08,4.4e-06,5.7e-06,7.6e-06,3.2e-06,2.1e-09,8.6e-10,5.8e-06,9.9e-07,APO,"Otto Matic",7775,2004-01-19,2025-05-03,933,,,0,.43754,,,,,,,,,
20265482,"265482 (2005 EE)",,438,0.0186,265482,,,Y,Y,0,21.21,,,,,,,,,2.6534,,,,,,,,,75,2461000.5,61000,2025-11-21.0,J2000,0.3277,1.129,0.759,6.17,110.77,284.75,183.28,1.50,0.8221,2461215.47,2026-06-23.9,1.2,7.24,3.93,5.49,6.3e-08,3.7e-09,7.2e-08,3.8e-06,1.4e-05,1.7e-05,9.4e-06,4.9e-09,4.1e-09,1.2e-05,2.2e-06,APO,"Otto Matic",6907,2004-05-14,2023-04-12,462,2,3,0,.36429,,,,9.1e-14,9.5e-15,,,,
20265661,"265661 (2005 UB)",,953,0.461,265661,,,Y,N,0,16.82,,,,,,,,,,,,,,,,,,95,2461000.5,61000,2025-11-21.0,J2000,0.7392,1.896,0.494,27.74,272.07,3.28,268.79,3.30,0.3777,2461242.03,2026-07-20.5,2.61,180,1.85,3.46,6.1e-08,7.2e-09,1.2e-07,1.1e-05,1.8e-05,2.0e-05,1.3e-05,1.3e-08,2.2e-09,3.7e-05,5.5e-06,APO,"Otto Matic",7001,2005-10-21,2024-12-21,1854,,,0,.22035,,,,,,,,,
20265962,"265962 (2006 CG)",,904,0.222,265962,,,Y,N,0,19.03,,,,,,,,,7.834,,,,,,,,,193,2461000.5,61000,2025-11-21.0,J2000,0.3359,1.83,1.215,4.35,233.92,119.27,109.29,2.44,0.3983,2460726.09,2025-02-19.5,2.47,86.2,3.01,3.96,4.4e-08,5.8e-09,7.7e-08,3.0e-06,3.1e-05,3.2e-05,6.9e-06,7.7e-09,1.9e-09,1.6e-05,4.3e-06,AMO,"Otto Matic",8018,2002-05-19,2024-05-01,920,,,0,.37929,,,,,,,,,
20267131,"267131 (2000 EK26)",,1.37e+03,0.00268,267131,,,Y,Y,0,18.24,,,,,,,,,,,,,,,,,,47,2461000.5,61000,2025-11-21.0,J2000,0.6573,2.409,0.826,15.65,126.39,305.57,346.06,3.99,0.2636,2461053.40,2026-01-12.9,3.74,1.04,1.62,3.15,7.2e-08,2.2e-08,1.8e-07,1.2e-05,2.6e-05,3.1e-05,2.2e-05,3.7e-08,3.6e-09,8.5e-05,1.9e-05,APO,"Otto Matic",9309,2000-03-04,2025-08-29,109,,,0,.65034,,,,,,,,,
20267136,"267136 (2000 EF104)",,449,0.176,267136,,,Y,N,0,18.92,,,,,,,,,,,,,,,,,,107,2461000.5,61000,2025-11-21.0,J2000,0.4178,1.148,0.668,10.82,66.33,346.83,47.81,1.63,0.8016,2460940.85,2025-09-22.3,1.23,68.6,3.75,5.37,4.9e-09,1.9e-09,5.0e-09,2.5e-07,1.0e-06,8.7e-07,7.8e-06,2.7e-09,2.0e-09,9.6e-06,1.1e-06,APO,"Otto Matic",9242,2000-03-11,2025-06-30,536,,,0,.58877,,,,,,,,,
20267221,"267221 (2001 AD2)",0.562,387,0.00834,267221,,,Y,Y,0,19.85,,,,,,,,0.097,,,,,,,,,0.02,104,2461000.5,61000,2025-11-21.0,J2000,0.6599,1.04,0.354,1.64,210.52,111.96,246.96,1.73,0.9291,2461122.16,2026-03-22.6,1.06,3.25,3.61,5.67,3.8e-08,8.1e-09,4.0e-08,2.5e-06,1.5e-04,1.5e-04,2.6e-05,1.3e-08,1.1e-08,3.0e-05,4.5e-06,APO,"Otto Matic",6976,2001-01-02,2020-02-08,461,,,0,.47604,,,,,,,,,
20267223,"267223 (2001 DQ8)",,914,0.106,267223,,,Y,N,0,18.16,,,,,,,,,4.11,,,,,,,,,98,2461000.5,61000,2025-11-21.0,J2000,0.9008,1.843,0.183,12.76,342.64,14.86,352.97,3.50,0.3941,2461018.34,2025-12-08.8,2.5,41.3,1.97,3.33,2.6e-08,5.7e-09,4.8e-08,1.7e-05,2.9e-05,3.0e-05,5.4e-06,1.1e-08,1.8e-09,1.4e-05,4.2e-06,APO,"Otto Matic",8110,2001-02-16,2023-05-02,448,,,0,.4805,,,,,,,,,
20267270,"267270 (2001 RP17)",,1.56e+03,0.316,267270,,,Y,N,0,18.26,,,,,,,,,,,,,,,,,,71,2461000.5,61000,2025-11-21.0,J2000,0.5159,2.636,1.276,8.15,353.21,60.70,209.90,4.00,0.2304,2461652.12,2027-09-03.6,4.28,123,1.55,3.18,5.3e-08,1.8e-08,1.4e-07,7.0e-06,6.4e-05,6.5e-05,1.3e-05,2.7e-08,2.3e-09,6.3e-05,1.6e-05,AMO,"Otto Matic",10959,1994-03-16,2024-03-17,200,,,0,.43518,,,,,,,,,
20267337,"267337 (2001 VK5)",0.439,522,0.000899,267337,,,Y,Y,0,18.05,,,,,,,,0.578,39.05,,,,,,,,0.10,232,2461000.5,61000,2025-11-21.0,J2000,0.5142,1.269,0.617,19.43,54.21,263.93,340.50,1.92,0.6894,2461028.78,2025-12-19.2,1.43,0.35,3.53,4.9,1.3e-08,3.8e-09,1.7e-08,5.2e-07,2.2e-06,2.1e-06,7.0e-06,5.8e-09,3.1e-09,1.0e-05,2.4e-06,APO,"Otto Matic",8540,2001-11-11,2025-03-30,1117,0,1,0,.49415,,,,-3.2e-14,8.0e-15,,,,
20267494,"267494 (2002 JB9)",,1.64e+03,0.0311,267494,,,Y,Y,0,16.17,,,,,,,,,2.4261,,,,,,,,,126,2461000.5,61000,2025-11-21.0,J2000,0.7844,2.718,0.586,46.75,70.19,277.99,69.36,4.85,0.22,2460685.18,2025-01-09.6,4.48,12.1,3.29,2.53,3.1e-08,6.1e-09,8.4e-08,9.0e-06,5.9e-06,7.5e-06,2.9e-06,1.1e-08,7.4e-10,1.3e-05,5.5e-06,APO,"Otto Matic",8350,2002-04-21,2025-03-01,621,,,0,.49591,,,,,,,,,
20267720,"267720 (2003 CA)",,592,0.0489,267720,,,Y,Y,0,18.91,,,,,,,,,,,,,,,,,,85,2461000.5,61000,2025-11-21.0,J2000,0.7195,1.379,0.387,21.15,126.16,234.82,69.11,2.37,0.6084,2460886.91,2025-07-30.4,1.62,19,3.22,4.44,4.2e-08,2.0e-09,5.8e-08,7.5e-06,9.9e-06,1.0e-05,7.3e-06,3.5e-09,1.4e-09,1.2e-05,1.3e-06,APO,"Otto Matic",8160,2003-01-28,2025-06-01,398,,,0,.47802,,,,,,,,,
